amount,commission,investment_id|account_id|liability_id,isin,netCash,operationDate,originalCurrency,referenceCurrency,retention,symb,type,unitPrice,valueDate,_id
"557,7",,3e7d63f94c3c64c883d336bd0598669de6002d32dc614b8bb315b0a7d3d51068,,,2023-06-29,,,,,"Deposit of dividends, coupons and other",0,2023-06-28,af8db6ff022af6b79888f09fb94889ca07533e256ab1b0651535be56e692254a
"148,26",,3e7d63f94c3c64c883d336bd0598669de6002d32dc614b8bb315b0a7d3d51068,,,2023-07-04,,,,,"Deposit of dividends, coupons and other",0,2023-07-03,b003d8ec4dbd93fb694288d8eb747798b3b7fc774e0027247f5e2a902cfdda02
"2000,05",,3e7d63f94c3c64c883d336bd0598669de6002d32dc614b8bb315b0a7d3d51068,,,2023-08-29,,,,,Other,0,2023-08-29,4e644849f4a8083b852c3fabd007fb8c8a37283737115666f62534e0881425a3
"55,82",,3e7d63f94c3c64c883d336bd0598669de6002d32dc614b8bb315b0a7d3d51068,,,2023-09-15,,,,,"Deposit of dividends, coupons and other",0,2023-09-14,21302f2dad5c10fc82686828963ab3d8d3b12d1e943da1ce3d99d876d42505f5
"148,26",,3e7d63f94c3c64c883d336bd0598669de6002d32dc614b8bb315b0a7d3d51068,,,2023-10-03,,,,,"Deposit of dividends, coupons and other",0,2023-10-02,3277d5df64242f4f16b5f966febab5d62196fc1d58c33766cbbe581636fb1a5c
"546,49",,3e7d63f94c3c64c883d336bd0598669de6002d32dc614b8bb315b0a7d3d51068,,,2023-10-04,,,,,"Deposit of dividends, coupons and other",0,2023-09-27,6b17f2e23b3f1c79ce20ef58063d7c6c7a1f995988ac0345c2c92fd1ba6c19d9
"148,26",,3e7d63f94c3c64c883d336bd0598669de6002d32dc614b8bb315b0a7d3d51068,,,2023-10-02,,,,,"Deposit of dividends, coupons and other",0,2023-10-02,3b7e4211a25b16cf811618c8ed4d709250157b6fb1f12177701346acc886aaae
"55,82",,3e7d63f94c3c64c883d336bd0598669de6002d32dc614b8bb315b0a7d3d51068,,,2023-09-14,,,,,"Deposit of dividends, coupons and other",0,2023-09-14,7be3adfeefe0741ab38e688ff5f3ae0ad760f13c1971919ac37f68da5f782b13
"780,42",,3be68941368d476f6f3e123ab4769d8401e60ca2182e75d2ec3ec9e3473bf8a9,,,2023-03-14,,,,,"Deposit of dividends, coupons and other",0,2023-03-13,e831a0433c1724746eee1c27eab9149b9f29db17a68fb15ef4739c859f0e302e
"499,32",,3be68941368d476f6f3e123ab4769d8401e60ca2182e75d2ec3ec9e3473bf8a9,,,2023-03-21,,,,,"Deposit of dividends, coupons and other",0,2023-03-20,39fff21113d8f431664c8e1eca700a069dc3fec8b78bcaa5410e63c9dd5b185e
"499,32",,3be68941368d476f6f3e123ab4769d8401e60ca2182e75d2ec3ec9e3473bf8a9,,,2023-03-20,,,,,"Deposit of dividends, coupons and other",0,2023-03-20,ecf22c9a1ec750368fb48f671edb8bef29a52ae609bc9ec280abb4f7c2170f09
"1530,57",,3be68941368d476f6f3e123ab4769d8401e60ca2182e75d2ec3ec9e3473bf8a9,,,2023-04-21,,,,,"Deposit of dividends, coupons and other",0,2023-04-20,f3901b90b431b892e025e28de5604ae7c091098d0bbd3757a676c2fed82f85d1
"483,77",,3be68941368d476f6f3e123ab4769d8401e60ca2182e75d2ec3ec9e3473bf8a9,,,2023-04-27,,,,,"Deposit of dividends, coupons and other",0,2023-04-26,fa4210cf620b31f01b40d014501f963c06efedcdbe9df4852b8ad4b90e3d6cf0
"483,77",,3be68941368d476f6f3e123ab4769d8401e60ca2182e75d2ec3ec9e3473bf8a9,,,2023-04-26,,,,,"Deposit of dividends, coupons and other",0,2023-04-26,774a90968c40064ab6cbd47d4275a3f1081c908f6766077d6495d6e1be1ec235
"3294,08",,3be68941368d476f6f3e123ab4769d8401e60ca2182e75d2ec3ec9e3473bf8a9,,,2023-08-31,,,,,Debit to account for purchase of financial assets,0,2023-08-31,ee98f7279657755ea1c516e1218d3605ee50fe1c0d8224c56671c31cd0adce41
"2042,18",,3be68941368d476f6f3e123ab4769d8401e60ca2182e75d2ec3ec9e3473bf8a9,,,2023-10-10,,,,,"Deposit of dividends, coupons and other",0,2023-10-06,d3092451f75c737ca1f692fec557fb08a9f8f416586658eaa54f03194adf0d7a
"2917,4",,3be68941368d476f6f3e123ab4769d8401e60ca2182e75d2ec3ec9e3473bf8a9,,,2023-10-10,,,,,Other,0,2023-10-10,4b1294934303720140e13d1207eb2fbf3fd3b7c26b210e464fdcae80f540dac6
"16614,33",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2022-10-13,,,,,Receipt on account of sale of financial assets,0,2022-10-17,1c222562d984848a0cbbbc266a1af0ea65b0e22484e4c7dc7786ca1132c22c97
30000,,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2022-10-20,,,,,Transfers,0,2022-10-20,3f5ca7016ea8ec78accef1267047333fc625d442201801d388da625906cbc039
"3,95",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2022-10-20,,,,,Payment of commissions,0,2022-10-20,1d489ef39b4d0fa7613684464f755a7220db6cd04e65d87f28ab772ca706e400
"2495,76",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2022-10-21,,,,,Payment of commissions,0,2022-10-28,b008abd15dd659d54917286dc144e3b447d69ff4f5da657b9194371b132fc6d0
"13581,19",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2022-10-25,,,,,Receipt on account of sale of financial assets,0,2022-10-26,59fb3a2e3b9b6fba7f7f61995cc17edceae20408a43f7fac220a1f98f43cdd65
2000,,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2022-10-26,,,,,Receipt on account of sale of financial assets,0,2022-10-26,57e2b875dafa0f75e64e9c73c3399e25ad11c078315176fbcd4aca574fcd5c9b
"2782,89",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2022-10-28,,,,,Receipt on account of sale of financial assets,0,2022-10-28,a44d4da1b5b0412eb329c9aa807fe06b54431b58b960c863d7a9715050958e19
"12469,76",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2022-11-03,,,,,Other,0,2022-11-04,8c19f9eb797d8181c0b7ba76cd5cb823aac24bb1334387691ae90d5c593960f9
"9730,85",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2022-11-07,,,,,Receipt on account of sale of financial assets,0,2022-11-08,3b852363c3228fddb024f553270c937bf8aae3c59e3aac0526adf32f834ecca5
"2,12",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2022-11-14,,,,,Receipt on account of sale of financial assets,0,2022-11-15,0594c1ac15ab771febce9ec604ce0ba85fb17a1dd8c4c0b23ed5e861dd3c9016
"6487,8",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2022-11-14,,,,,Receipt on account of sale of financial assets,0,2022-11-16,61dd0246ac7f311f8910d41e9b318706b26c7d3bf603ed5efb61e2da9ed9dee1
"21213,4",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2022-11-18,,,,,Receipt on account of sale of financial assets,0,2022-11-22,fa095b0fea06af6e67f22a08f22381492c52832e26cad9b934acb987cade6b63
532,,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2022-12-05,,,,,"Deposit of dividends, coupons and other",0,2022-12-05,94519ffdd746df471270cb2927306df8862b4bc5239453ebbe91f7507cf23a77
"25384,64",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2022-12-09,,,,,Receipt on account of sale of financial assets,0,2022-12-12,7960933807c936d82dea13bfbb51484d50a17369aa1b5df003d992fe3fdd7759
"50000,03",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2022-12-29,,,,,Other,0,2022-12-29,2e23b2d61a5db05732da9eac884726c4c7360cfc5e8e7683e9495d557010be57
"38559,05",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2023-01-13,,,,,Receipt on account of sale of financial assets,0,2023-01-16,a4a69bdd8a09e5420c30dee1233499ebf590db1738832abbcba8bab60f5face3
"17864,17",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2023-01-17,,,,,Receipt on account of sale of financial assets,0,2023-01-18,e17498cbfa3d7202d498ea2ff4b546f9d139cf4e2a18176a8c6a19534750ffdf
"2490,86",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2023-01-23,,,,,Payment of commissions,0,2023-01-30,2b504eae09f5e8d05005616ee2b0440b9c4b197a72feb34cc7c5b0f3a6fce8ce
"54997,79",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2023-03-10,,,,,Other,0,2023-03-10,a4d18f0ff458dd62558026bfedb3e1005826541207de9d4c6186b6dcf6e94d68
"25384,64",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2022-12-12,,,,,Receipt on account of sale of financial assets,0,2022-12-12,efe2c1337dbbb14750928d577e039aa8eb4cbc867ca5ddd2662a553af907b8cd
"3,95",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2023-04-18,,,,,Payment of commissions,0,2023-04-18,ab18e36f768b5ca764de22d65fcf03f7f4ccae3932c603e390610063b0574fc5
"3,95",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2023-04-18,,,,,Payment of commissions,0,2023-04-18,3c40a0e08f6e48694037d61ad0d9ccc3f9f75e52de9eedb352a01173d6f6ac59
"55510,76",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2023-04-19,,,,,Receipt on account of sale of financial assets,0,2023-04-21,e9126621042540b524e2e0c37b9dd24d534938bcff98001fa492e2476d482e66
10000,,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2023-04-18,,,,,Transfers,0,2023-04-18,dc75a441bb766c835df5880b35855cd44777d6112201717e7e69720001109fff
"55022,21",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2023-04-19,,,,,Receipt on account of sale of financial assets,0,2023-04-19,d6a0494b7d0b70b019ebefa848c9698f6b98cfaae38f8c850aa2ba5605e84e36
100000,,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2023-04-18,,,,,Transfers,0,2023-04-18,1a48fd01c724d5215e61cfc5d86790ceddda21d218be09821f1fe034d2e6c7b6
"2658,04",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2023-04-24,,,,,Payment of commissions,0,2023-04-28,0839f2e823330bcfd1b5a3a5f9bbcc1d16c48c9835b3b155c5bd08c77c8fb6eb
"744,8",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2023-04-27,,,,,"Deposit of dividends, coupons and other",0,2023-04-27,5ca16579a41825f219eb39a3af80ce189da5d32f32113b1483736558e53ff2e0
"1237,2",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2023-04-27,,,,,"Deposit of dividends, coupons and other",0,2023-04-27,9972ad6724e32ebfd0807392cad438bc0235aae84566772ac3f630a67dc91149
"37808,34",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2023-05-26,,,,,Receipt on account of sale of financial assets,0,2023-05-30,a8b998a42e7bac728f47b75aa2c824624e9fc8fd7e16933529401e818955a9ce
"46592,57",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2023-06-19,,,,,Receipt on account of sale of financial assets,0,2023-06-21,3d6245eead7a4f3e16ec3c83475ce28da264d8d79924647ad76e383466e5feda
"45003,4",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2023-06-20,,,,,Other,0,2023-06-20,b0b118248063a9a4e48fe61ec47418311d04e5554fb4c7070a709082e2120195
"12816,11",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2023-07-20,,,,,Other,0,2023-07-21,22577fd0e04de320a84b7073f2d401d8465cb264bee971e9d80f7f447c6f4c7d
"12785,34",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2023-07-20,,,,,Receipt on account of sale of financial assets,0,2023-07-20,01520b0bf0a9771fd7d87630c4e0e53bbabc6c21e2d079df3d45c47e74008fd8
"2627,96",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2023-07-21,,,,,Payment of commissions,0,2023-07-28,4bda237c2540b335f37ed44d1f0bcee894a9b68c2d45e5ced923c569bd0245da
"2658,04",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2023-04-28,,,,,Payment of commissions,0,2023-04-28,c0961a2eb418cc3c969dad19b1240eecb240cd46bab12c933d11ce6dfce65e15
"2627,96",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2023-07-28,,,,,Payment of commissions,0,2023-07-28,b40b9b009829e05d5a7465472e0529ec099ac03bf9189f0964843330297fb0da
"3431,39",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2023-08-31,,,,,Receipt on account of sale of financial assets,0,2023-08-31,56604788e7461d3f9c3793f358d4110960820aced6da38dc111995e5fd43cf96
"37858,04",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2023-05-30,,,,,Other,0,2023-05-30,ec880b629eb574cba025a6cef612ebaaf31ba2586aa03602c7d27c880d41fe62
"37858,04",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2023-05-30,,,,,Other,0,2023-05-30,aa504a9fadab9fe84f61959b307726f3a4ae260990a6894d06d8c665e7277272
"3,95",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2023-09-26,,,,,Payment of commissions,0,2023-09-26,ee4c830447ce77a49becf8066e971004f1d5e7e6c6f685850e2d6c8c022a355b
30000,,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2023-09-26,,,,,Transfers,0,2023-09-26,ce84486e10b9191d9cf342aea4caea9e36b48c0eec48a5eb172cfe66eb078197
"30005,4",,e881a3e96b633f092b13ea4680737003ccdf259a5ba97f83eb0cd025095a08e4,,,2023-09-28,,,,,Receipt on account of sale of financial assets,0,2023-09-28,e8c260977326fd7598b7ae3ae8e89904e103674305a3b5fa833a2c46d682c55b
6827,"-9,329855",31e7b5241bbe97df428bed5040add2117ba6fd84a6067af6c7085ccd18277c70,IE00B27YCK28,"3722,31185",2022-11-30,USD,EUR,0,+,Dividends,"0,5466",2022-11-30,f79cd1e0738133e610bb700b2635cbf7dd802c01b3ff29cabfcb8a03903a4030
6827,"-4,240325",31e7b5241bbe97df428bed5040add2117ba6fd84a6067af6c7085ccd18277c70,IE00B27YCK28,"2821,45858",2023-05-30,USD,EUR,0,+,Dividends,"0,4139",2023-05-30,fe7dcd2a882abaa04136d5ce3eb9554e37e4026dfe39c4e84360d58d4b233033
2460,"-2,712224",d116b610a517d155aedd9147aaeda586b027670b414c94ffb715e9f52599c1c3,IE00B1TXK627,"1081,897872",2022-11-30,USD,EUR,0,+,Dividends,"0,4409",2022-11-30,8a9aed15a4f634864f8624dff4dffc6f0d5b8af159c37bb9b4aecc8721eefbee
2460,"-1,10519",d116b610a517d155aedd9147aaeda586b027670b414c94ffb715e9f52599c1c3,IE00B1TXK627,"635,30184",2023-05-30,USD,EUR,0,+,Dividends,"0,2587",2023-05-30,7e44eb6231b4e55c7e6187fa735fd665c39a9aebfa456f8030860cf8b510a361
4400,"-2933,57",8ce285287fa9e0f74e99dd5bfaa0db5aa5f39a9c64bba371d57dc00fd1917c24,IE00B5BMR087,"1958650,15",2023-06-06,USD,EUR,,+,ETF - Buy,"444,48",2023-06-08,b9d6256e9f5928d1182d662fbbeba3389695252ef2f64561cd879efb2782f51c
2900,"-1977,61",8ce285287fa9e0f74e99dd5bfaa0db5aa5f39a9c64bba371d57dc00fd1917c24,IE00B5BMR087,"1320383,7",2023-06-13,USD,EUR,,+,ETF - Buy,"454,62",2023-06-15,98cf0ab12c4a3ca42cffe41596a069d78accf8813fff27e6285eedb0c917f38e
7405,"-12,126188",f34553f8b6de206cf9cfb2c7db0ef4242f1027cdb3cbab99c1117c01188c861e,IE00B4WXJD03,"4841,846376",2022-10-26,USD,EUR,0,+,Dividends,"0,6555",2022-10-26,d435679bf214c4db7d9fa670bc4817bf527ab06831423340708bf2b6c89716f6
7405,"-3,1552",f34553f8b6de206cf9cfb2c7db0ef4242f1027cdb3cbab99c1117c01188c861e,IE00B4WXJD03,"1257,184",2023-01-25,USD,EUR,0,+,Dividends,"0,1702",2023-01-25,f4d292072e8da3e7d66ef8eb842aa368d73c6e21cb1c62fe6590cd1c473d83fa
7405,"-4,858824",f34553f8b6de206cf9cfb2c7db0ef4242f1027cdb3cbab99c1117c01188c861e,IE00B4WXJD03,"3236,305824",2023-04-26,USD,EUR,0,+,Dividends,"0,4377",2023-04-26,deeed824a6cb244a2fc116e43ccf8fc632f27e64e02fc93a37c2c8c542658568
7405,"-4,1548",f34553f8b6de206cf9cfb2c7db0ef4242f1027cdb3cbab99c1117c01188c861e,IE00B4WXJD03,"2765,31775",2023-07-26,USD,EUR,0,+,Dividends,"0,374",2023-07-26,f72798bb52899f9391e9994d68db61b98339beeb80ad5a3f755caac1e7541121
5597,"-4,51",7fd851e9466a5b1c4c3d76bd446f6b99637de87cc14bf1536c1952c567c38612,IE00B9M6RS56,"1799,96",2022-10-26,EUR,EUR,0,+,Dividends,"0,3224",2022-10-26,8399f8b3bb0282a5dbb937382e2d5a906fa9f758633e572f594abfd7e1cfe44a
5597,"-3,82",7fd851e9466a5b1c4c3d76bd446f6b99637de87cc14bf1536c1952c567c38612,IE00B9M6RS56,"1524,72",2022-11-30,EUR,EUR,0,+,Dividends,"0,2731",2022-11-30,a7c4ec5c85c15515c98d45fece29a80b03c9f10792fbba7eb3bd9ef70530921f
5597,"-4,03",7fd851e9466a5b1c4c3d76bd446f6b99637de87cc14bf1536c1952c567c38612,IE00B9M6RS56,"1607,91",2022-12-30,EUR,EUR,0,+,Dividends,"0,288",2022-12-30,8f265ca8b9a01d100158f1ecf2973ea7377cc47388fbd9c275696528d2a347fa
5597,"-4,1",7fd851e9466a5b1c4c3d76bd446f6b99637de87cc14bf1536c1952c567c38612,IE00B9M6RS56,"1634,14",2023-01-25,EUR,EUR,0,+,Dividends,"0,2927",2023-01-25,2a9ca1f2e25f018c85822898633888606e2b19ff55f67a81627eb7c2892cc45c
5597,"-1,83",7fd851e9466a5b1c4c3d76bd446f6b99637de87cc14bf1536c1952c567c38612,IE00B9M6RS56,"1218,15",2023-02-28,EUR,EUR,"-286,17",+,Dividends,"0,2691",2023-02-28,d06992978d869a19136b91c8d4dc0d67504a67971e14c640807b68afb8cb6864
5597,"-2,66",7fd851e9466a5b1c4c3d76bd446f6b99637de87cc14bf1536c1952c567c38612,IE00B9M6RS56,"1771,59",2023-03-29,EUR,EUR,0,+,Dividends,"0,317",2023-03-29,44dd040844cd1e3acc9a50cd2fc5054243be0d2808773953eb885d133d817020
5597,"-2,84",7fd851e9466a5b1c4c3d76bd446f6b99637de87cc14bf1536c1952c567c38612,IE00B9M6RS56,"1890,62",2023-04-26,EUR,EUR,0,+,Dividends,"0,3383",2023-04-26,7f3aacfeb4b4179f36fba8848d3ad1d7b3c4ba33d4daf6df423c7f48276ec391
5597,"-2,43",7fd851e9466a5b1c4c3d76bd446f6b99637de87cc14bf1536c1952c567c38612,IE00B9M6RS56,"1616,22",2023-05-30,EUR,EUR,0,+,Dividends,"0,2892",2023-05-30,235cf7f1f311d0170cbc62043aa94e36a6db7ca0d66e86fa7e1849d82c8930ea
5597,"-2,49",7fd851e9466a5b1c4c3d76bd446f6b99637de87cc14bf1536c1952c567c38612,IE00B9M6RS56,"1658,14",2023-06-28,EUR,EUR,0,+,Dividends,"0,2967",2023-06-28,741570fce1e21b7b83296689a30eccd61784c473a8ac8ec467999863e7843fe6
5597,"-2,74",7fd851e9466a5b1c4c3d76bd446f6b99637de87cc14bf1536c1952c567c38612,IE00B9M6RS56,"1822,44",2023-07-26,EUR,EUR,0,+,Dividends,"0,3261",2023-07-26,ae1432b7d0acc9fef10adc22b78bd3a87507e4c880863b141f8a96c97256682c
5597,"-2,35",7fd851e9466a5b1c4c3d76bd446f6b99637de87cc14bf1536c1952c567c38612,IE00B9M6RS56,"1564,81",2023-08-31,EUR,EUR,0,+,Dividends,"0,28",2023-08-31,682696058e50d5a7f70ddde2108008d32feb2632e945fb978e43b2266a9d8dac
5597,"-2,86",7fd851e9466a5b1c4c3d76bd446f6b99637de87cc14bf1536c1952c567c38612,IE00B9M6RS56,"1906,28",2023-09-27,EUR,EUR,0,+,Dividends,"0,3411",2023-09-27,2700c6598df84cd0a7f104a39d7003e7d9ea816c46d640001df7383f51c504aa
7401,"-19,725552",c32ef1e0bf4d9812774b1a80f38d4e4406fa1157ad417ac9b862bac3ec16df59,IE0032895942,"7871,957586",2022-12-30,USD,EUR,0,+,Dividends,"1,0663",2022-12-30,ef9bf703fef669eb9461a3d22e4538af6dbacef9de166911b96b5d647cc6ad5d
7401,"-12,664284",c32ef1e0bf4d9812774b1a80f38d4e4406fa1157ad417ac9b862bac3ec16df59,IE0032895942,"8428,184096",2023-03-29,USD,EUR,0,+,Dividends,"1,1405",2023-03-29,90cfcfb418032358ec91ee8393ad7bb67d18c40f32c1157f4b8f1136a10593bd
7401,"-12,892858",c32ef1e0bf4d9812774b1a80f38d4e4406fa1157ad417ac9b862bac3ec16df59,IE0032895942,"8578,18694",2023-06-28,USD,EUR,0,+,Dividends,"1,1608",2023-06-28,01583d272287360f223d7f49026c340d38100ef7eb6d7bb2751f07bc5c8ccd72
7401,"-13,794242",c32ef1e0bf4d9812774b1a80f38d4e4406fa1157ad417ac9b862bac3ec16df59,IE0032895942,"9179,725566",2023-09-27,USD,EUR,0,+,Dividends,"1,2422",2023-09-27,df008066cc539005a111cbf08ed0decd32151cba79a7495a2302e9cbd951f72a
3398,"-1,796376",20b3445b17c9aca4b73bbbdeea127504511cb80ea5e3b5a91837188c48fdb923,IE00B1FZSF77,"718,24068",2022-11-30,USD,EUR,0,+,Dividends,"0,2119",2022-11-30,45fe1ea4281b8b4a63ac33c9afc493a739466b4105660fd374a62cace470b34d
3398,"-1,094537",20b3445b17c9aca4b73bbbdeea127504511cb80ea5e3b5a91837188c48fdb923,IE00B1FZSF77,"596,175881",2023-02-28,USD,EUR,"-140,100736",+,Dividends,"0,217",2023-02-28,270b56d532b421bda31c18606afbf356d62a9241d1574cabe255fc7fc76c983d
3398,"-1,28484",20b3445b17c9aca4b73bbbdeea127504511cb80ea5e3b5a91837188c48fdb923,IE00B1FZSF77,"849,92166",2023-05-30,USD,EUR,0,+,Dividends,"0,2505",2023-05-30,ebc3f3c4a7c3d424490ecf9b1be0dad1817cc263918243344c33838ec75ad054
3398,"-1,1466",20b3445b17c9aca4b73bbbdeea127504511cb80ea5e3b5a91837188c48fdb923,IE00B1FZSF77,"767,81796",2023-08-31,USD,EUR,0,+,Dividends,"0,2263",2023-08-31,175c04171edc1e9dcad838b7f50316a170c430dc67f70a3cc0b7fcd3e2c592de
10300,"-1,3",74c017ed5ce85fec9ad1d5401b30fe8163c8f02b1b94c9a3f85d59ea11f1d8f7,IE00B0M63284,"519,88",2022-12-30,EUR,EUR,0,+,Dividends,"0,0506",2022-12-30,2a637ec7939cf3d5775813af0d2f726cd544fe2e5520d7a72398502dcbbcebe6
4627,"-2,457112",1da20003621901d4b7943b3e36ec36da28ccbbf1f952ad5c05a54a431dc174eb,IE00B1FZS244,"981,698836",2022-11-30,USD,EUR,0,+,Dividends,"0,2127",2022-11-30,563a2e7f43d2f241d5677209f4f01d4bdfcc5d2a380352e49410aa3c5979d876
4627,"-1,094537",1da20003621901d4b7943b3e36ec36da28ccbbf1f952ad5c05a54a431dc174eb,IE00B1FZS244,"723,001292",2023-02-28,USD,EUR,"-169,848301",+,Dividends,"0,1932",2023-02-28,a281af66a237034ce8322a10992fe6bd5b69f756836f3ddac3448d1aeac8f90b
4627,"-1,670292",1da20003621901d4b7943b3e36ec36da28ccbbf1f952ad5c05a54a431dc174eb,IE00B1FZS244,"1113,902745",2023-05-30,USD,EUR,0,+,Dividends,"0,2411",2023-05-30,496e67712b5654cbae9b4710762170387d7249e274d821e706f98c3f52eeb073
4627,"-1,12476",1da20003621901d4b7943b3e36ec36da28ccbbf1f952ad5c05a54a431dc174eb,IE00B1FZS244,"741,05304",2023-08-31,USD,EUR,0,+,Dividends,"0,1604",2023-08-31,18ae15482ef9656a35e4dca981e7d55399c39bfc1b12345e1c1c4dacbcba062e
6510,"-29,222391",f2e80449234118618a120bbfbc865ba2840a702a596c682ae960400a2babde68,IE00B6TLBW47,"11658,827144",2022-12-30,USD,EUR,0,+,Dividends,"1,7954",2022-12-30,77a026b18fcf8371d9ff148e1bd8151fd57dda1b059b68c371d279dd13735741
5800,"-16,24",108a16c4548408310bf49e975e040c2e1c08978e645d3d5809575e04da96ad36,GB00BDCPN049,"6479,76",2022-12-07,EUR,EUR,0,+,Dividends,"1,12",2022-12-07,3f32b31ec4ac929e6059aca8bf4f337fd07e4f851d1a315cc4583f0f6cd01480
8508,"-3,0723",6e3b0ad88c6ddd393e2849b4e7e4d7d547f972abcf2815648beb2a1d00a3b48a,US4642886877,"1226,062761",2022-11-07,USD,EUR,"-216,914621",+,Dividends,"0,16996",2022-11-07,509dd8ea374151a6df4634caca0d51bd4cd4829a34fb8ddc28b311dd3ee712ec
8508,"-3,113725",6e3b0ad88c6ddd393e2849b4e7e4d7d547f972abcf2815648beb2a1d00a3b48a,US4642886877,"1242,122955",2022-12-07,USD,EUR,"-219,7551",+,Dividends,"0,17219",2022-12-07,1a0ab56a652a0bf4ede5aaad91cd28fd6ac425ee884938f8a4f227167c209eab
8508,"-4,278269",6e3b0ad88c6ddd393e2849b4e7e4d7d547f972abcf2815648beb2a1d00a3b48a,US4642886877,"1709,675243",2022-12-21,USD,EUR,"-302,455481",+,Dividends,"0,237",2022-12-21,53ed1ef8be800d49e714f850aefd16b593720e18b13523f5e4cc342b5f36971f
8508,"-1,64475",6e3b0ad88c6ddd393e2849b4e7e4d7d547f972abcf2815648beb2a1d00a3b48a,US4642886877,"1088,769675",2023-02-07,USD,EUR,"-493,326315",+,Dividends,"0,18615",2023-02-07,9472420b2db61e7ae02c58d8a09dc4571a14385c41c95834cf58b9d025816838
1924,"-1,08018",10049f3a58584a6f9b0d3e9113bccb4fe75a0cff4bacf6e9d4b1d2fb0151f7d4,US46434G8226,"202,17369",2022-12-19,USD,EUR,"-35,86833",+,Dividends,"0,12428",2022-12-19,8e4d819bc102b42e9e5062db7fdd3d3c337bb3d3c966eb5467688dc6601d23c1
159624,"-23,621948",cba99e4f1e3769077cc30adc36da8ca821a40ba3cefcdf3ed84d5256a1515768,IE00BSKRJZ44,"9426,118362",2022-12-30,USD,EUR,0,+,Dividends,"0,0592",2022-12-30,c7ea15be05fa7bdc3147b03541523b60028473aa057a250e2fde13cc8c858fbb
